Work Order #,Order Quantity,Pieces Scrapped,Total Scrap Weight (lbs),Scrap%,Sellable,Heats,Week Ending,Piece Weight (lbs),Dross Rate,Bent Rate,Outside Process Scrap Rate,Failed Zyglo Rate,Gouged Rate,Shift Rate,Missrun Rate,Core Rate,Cut Into Rate,Dirty Pattern Rate,Crush Rate,Zyglo Rate,Shrink Rate,Short Pour Rate,Runout Rate,Shrink Porosity Rate,Gas Porosity Rate,Over Grind Rate,Sand Rate,Tear Up Rate,Part ID
W02077,300,19,416,6.33,41200,206,10/16/2023,22,0.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W01643,50,3,22,6,41200,206,10/16/2023,7,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,105
W02920,36,1,19,2.78,41200,206,10/16/2023,19,0,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,0,0,0,0,0,0,106
W02840,1002,2,4,0.2,0,0,10/30/2023,2,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,107
W02538,100,1,37,1,0,0,10/30/2023,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,63
W02801,460,15,21,3.26,0,0,10/30/2023,1,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
W01840,180,1,9,0.56,0,0,10/30/2023,9,0,0,0,0,0,0,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,20
W02766,500,18,95,3.6,0,0,10/30/2023,5,0,0,0,0,0,0.01,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0.002,108
W02874,26,1,60,3.85,0,0,10/30/2023,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385,109
W02572,1500,14,23,0.93,0,0,10/30/2023,2,0,0,0,0,0,0,0.0027,0.0013,0,0,0,0,0,0,0,0,0,0,0.002,0.0013,14
W02656,50,1,17,2,0,0,10/30/2023,17,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,110
W02652,50,1,13,2,0,0,10/30/2023,13,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
W02890,50,1,11,2,0,0,10/30/2023,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,111
W03016,40,1,53,2.5,0,0,10/30/2023,53,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
W03014,50,1,37,2,0,0,10/30/2023,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
W02893,30,5,183,16.67,0,0,10/30/2023,37,0,0,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,113
W02077,300,37,810,12.33,0,0,10/30/2023,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
W02714,60,2,15,3.33,0,0,10/30/2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
W02992,1600,3,2,0.19,48000,240,11/6/2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,114
W02801,460,8,11,1.74,48000,240,11/6/2023,1,0,0,0,0,0,0,0.0174,0,0,0,0,0,0,0,0,0,0,0,0,0,68
W02831,300,9,78,3,48000,240,11/6/2023,9,0,0,0,0,0,0,0.0267,0,0,0,0,0,0,0,0,0,0,0,0,0,74
W02269,200,2,8,1,48000,240,11/6/2023,4,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
W03091,25,1,4,4,48000,240,11/6/2023,4,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,116
W02776,48,1,2,2.08,48000,240,11/6/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0,64
W02586,75,3,45,4,48000,240,11/6/2023,15,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W02378,40,3,53,7.5,48000,240,11/6/2023,18,0.025,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,117
W02846,50,1,15,2,48000,240,11/6/2023,15,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,40
W02888,40,1,13,2.5,48000,240,11/6/2023,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,118
W02893,30,2,73,6.67,48000,240,11/6/2023,37,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
W02858,12,3,13,25,48000,240,11/6/2023,4,0.1667,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,119
W02837,45,4,66,8.89,48000,240,11/6/2023,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0,0.0667,120
W02815,50,1,12,2,48000,240,11/6/2023,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,16
W02782,50,1,6,2,48000,240,11/6/2023,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,121
W02633-01,306,44,169,14.38,48000,240,11/6/2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0,100
W02235-01,36,3,49,8.33,48000,240,11/6/2023,16,0,0,0,0,0,0,0,0.0278,0,0,0,0,0,0.0556,0,0,0,0,0,0,122
W03104,250,4,3,1.6,0,0,11/11/2023,1,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,123
W02575,180,3,37,1.67,0,0,11/11/2023,12,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,54
W02784,180,21,187,11.67,0,0,11/11/2023,9,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,20
W02791,240,8,59,3.33,0,0,11/11/2023,7,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,39
W02831,300,9,78,3,0,0,11/11/2023,9,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.0033,74
W02478,1000,4,7,0.4,0,0,11/11/2023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0.003,69
W02723,1000,4,3,0.4,0,0,11/11/2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,37
W03046,30,1,32,3.33,0,0,11/11/2023,32,0,0,0,0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,124
W02629,10,1,20,10,0,0,11/11/2023,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,125
W02498,500,12,34,2.4,0,0,11/11/2023,3,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
W02837,45,4,66,8.89,0,0,11/11/2023,17,0,0,0,0,0,0,0,0,0,0.0222,0,0,0,0,0,0,0,0,0.0667,0,120
W02815,50,3,35,6,0,0,11/11/2023,12,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,16
W02975,200,2,9,1,0,0,11/11/2023,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,127
W02866-01,300,2,8,0.67,0,0,11/11/2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,0,0,0,0,0,128
W02628,126,17,73,13.49,0,0,11/11/2023,4,0.0397,0,0,0,0,0.01,0,0.0159,0.0159,0,0,0,0,0,0,0,0,0,0.0159,0.0556,129
W02235-01,36,5,81,13.89,0,0,11/11/2023,16,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0.0278,0,0,0,0,0,0.0278,122
W03054,100,2,63,2,0,0,11/11/2023,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.01,67
W02575,180,9,111,5,9400,47,11/14/2023,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,54
W02784,180,3,27,1.67,9400,47,11/14/2023,9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,20
W02931,300,3,26,1,9400,47,11/14/2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,74
W02811,150,1,3,0.67,9400,47,11/14/2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0,130
W02775,200,1,7,0.5,9400,47,11/14/2023,7,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
W02551,35,1,32,2.86,9400,47,11/14/2023,32,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
W02777,48,1,2,2.08,9400,47,11/14/2023,2,0,0,0,0,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0,0,64
W02306,50,1,79,2,9400,47,11/14/2023,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,133
W03164,1000,78,133,7.8,9400,47,11/14/2023,2,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,134
W02879,60,2,80,3.33,9400,47,11/14/2023,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,135
W02723,1000,21,17,2.1,9400,47,11/14/2023,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.001,37
W02559,100,2,76,2,9400,47,11/14/2023,38,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,82
W02560,126,1,4,0.79,9400,47,11/14/2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
W03017,40,3,16,7.5,9400,47,11/14/2023,5,0,0,0,0,0.03,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,61
W02498,500,14,40,2.8,9400,47,11/14/2023,3,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.014,126
W02693,25,2,16,8,9400,47,11/14/2023,8,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
W03054,100,1,32,1,9400,47,11/14/2023,32,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
W02784,180,2,18,1.11,0,0,11/26/2023,9,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,20
W02931,300,5,44,1.67,0,0,11/26/2023,9,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,74
W03164,1000,32,54,3.2,0,0,11/26/2023,2,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
W03010,90,1,13,1.11,0,0,11/26/2023,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,137
W03011,90,1,11,1.11,0,0,11/26/2023,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,111
W03040,50,2,73,4,0,0,11/26/2023,37,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0,0,0,0,0.02,112
W03041,50,1,37,2,0,0,11/26/2023,37,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
W03254,200,16,29,8,5000,25,12/1/2023,2,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0,138
W02462,100,1,16,1,5000,25,12/1/2023,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W03143,50,6,30,12,5000,25,12/1/2023,5,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.06,0.04,140
W02784,180,1,9,0.56,5000,25,12/1/2023,9,0.0056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
W02791,240,4,30,1.67,5000,25,12/1/2023,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,39
W02931,300,4,35,1.33,5000,25,12/1/2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,0.0033,74
W02773,40,6,7,15,5000,25,12/1/2023,1,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
W03105,20,2,78,10,5000,25,12/1/2023,39,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,143
W02739,30,1,2,3.33,5000,25,12/1/2023,2,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
W03166,1000,9,15,0.9,5000,25,12/1/2023,2,0,0,0,0,0,0.01,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,134
W03173,30,1,25,3.33,5000,25,12/1/2023,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333,0,145
W02882,40,2,283,5,5000,25,12/1/2023,142,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,146
W02938,50,2,30,4,5000,25,12/1/2023,15,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
W03093,500,12,38,2.4,5000,25,12/1/2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,147
W02979,20,4,64,20,5000,25,12/1/2023,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
W03022-01,72,1,16,1.39,5000,25,12/1/2023,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,122
W02868,300,7,27,2.33,5000,25,12/1/2023,4,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,148
W03255,500,3,4,0.6,0,0,12/10/2023,1,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0.004,0,149
W03047,100,2,5,2,0,0,12/10/2023,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,150
W02785,120,1,9,0.83,0,0,12/10/2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,20
W02798,300,5,43,1.67,0,0,12/10/2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,3
W02931,300,14,122,4.67,0,0,12/10/2023,9,0.0067,0.01,0,0,0,0,0.0133,0,0.0067,0,0,0,0,0,0,0,0,0,0.01,0,74
W03166,1000,9,15,0.9,0,0,12/10/2023,2,0,0,0,0,0,0.01,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,134
W02939,70,1,15,1.43,0,0,12/10/2023,15,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
W02080,500,26,74,5.2,0,0,12/10/2023,3,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,126
W02868-01,300,5,19,1.67,0,0,12/10/2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,0,151
W02685-01,100,1,6,1,0,0,12/10/2023,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,18
W02729,36,5,101,13.89,0,0,12/10/2023,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556,0,0,0,0.0833,0,152
W02864-01,80,1,19,1.25,0,0,12/10/2023,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,101
W03255,500,7,10,1.4,10400,52,12/17/2023,1,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.01,0,153
W02461,100,3,33,3,10400,52,12/17/2023,11,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
W02931,300,7,61,2.33,10400,52,12/17/2023,9,0,0.01,0,0,0,0,0.0033,0,0.0033,0,0,0,0,0,0,0,0,0,0,0.0033,74
W03228,96,5,8,5.21,10400,52,12/17/2023,2,0,0,0,0,0.03,0,0,0,0.0208,0,0,0,0,0,0,0,0,0,0,0,64
W03166,250,80,136,32,10400,52,12/17/2023,2,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,134
W03119,15,3,150,20,10400,52,12/17/2023,50,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,154
W02972,100,2,30,2,10400,52,12/17/2023,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
W02848,31,1,13,3.23,10400,52,12/17/2023,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323,0,155
W03042,40,2,106,5,10400,52,12/17/2023,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,99
W02080,500,12,34,2.4,10400,52,12/17/2023,3,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.002,126
W02958-01,360,82,316,22.78,10400,52,12/17/2023,4,0,0,0,0,0,0.19,0,0,0.0111,0,0,0,0,0,0,0,0,0,0.0222,0.0028,100
W01569,36,3,60,8.33,10400,52,12/17/2023,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
W02736,50,2,7,4,10400,52,12/17/2023,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
W01349,100,1,16,1,0,0,1/1/2024,16,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,139
W02785,120,4,36,3.33,0,0,1/1/2024,9,0.0167,0,0,0,0,0,0,0,0,0,0,0,0.0083,0,0,0,0,0,0,0.0083,20
W02931,300,6,52,2,0,0,1/1/2024,9,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0033,74
W02811,150,27,79,18,0,0,1/1/2024,3,0,0,0,0,0,0.12,0.0333,0,0,0,0,0,0,0,0,0,0,0,0.0267,0,130
W02672,500,11,21,2.2,0,0,1/1/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
W03167,1000,26,44,2.6,0,0,1/1/2024,2,0,0,0,0,0,0.01,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,134
W03036,90,1,13,1.11,0,0,1/1/2024,13,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,118
W02640,25,5,59,20,0,0,1/1/2024,12,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W02958-01,360,9,35,2.5,0,0,1/1/2024,4,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
W03177-01,60,1,10,1.67,0,0,1/1/2024,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167,157
W02462,100,2,32,2,0,0,1/1/2024,16,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
W03068,28,1,202,3.57,0,0,1/1/2024,202,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
W02786,180,2,18,1.11,0,0,1/1/2024,9,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,20
W02799,300,1,9,0.33,0,0,1/1/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,0,3
W02932,300,2,17,0.67,0,0,1/1/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,74
W02672,500,25,49,5,0,0,1/1/2024,2,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,45
W03167,1000,157,267,15.7,0,0,1/1/2024,2,0,0,0,0,0,0.15,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,134
W02852,100,2,8,2,0,0,1/1/2024,4,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,159
W02853,100,4,52,4,0,0,1/1/2024,13,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
W02996,17,1,14,5.88,0,0,1/1/2024,14,0.0588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
W02976,1000,11,22,1.1,0,0,1/1/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
W02898,100,1,15,1,0,0,1/1/2024,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,162
W03036,90,1,13,1.11,0,0,1/1/2024,13,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
W02843,10,1,20,10,0,0,1/1/2024,20,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
W02814,25,3,35,12,0,0,1/1/2024,12,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.04,0,0,0,0,0,16
W02959-01,360,52,200,14.44,0,0,1/1/2024,4,0,0,0.0028,0,0,0.05,0,0,0,0,0,0,0,0.0889,0.0056,0,0,0,0,0,100
W03101-01,160,3,57,1.88,0,0,1/1/2024,19,0,0,0.0063,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,101
W02799,300,4,34,1.33,26000,130, 01/15/2024,9,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067,3
W03295,500,46,90,9.2,26000,130,1/15/2024,2,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
W03284,56,2,2,3.57,26000,130,1/15/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357,164
W03312,1000,23,39,2.3,26000,130, 01/15/2024,2,0,0,0,0,0,0.01,0.001,0,0,0,0,0,0,0,0,0,0,0,0.001,0.015,134
W03309,50,10,22,20,26000,130,1/15/2024,2,0,0,0,0,0,0.16,0.04,0,0,0,0,0,0,0,0,0,0,0,0.04,0,165
W02976,1000,27,53,2.7,26000,130,1/15/2024,2,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,166
W03172,100,1,38,1,26000,130,1/15/2024,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,82
W03153,100,6,1,6,26000,130,1/15/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.05,167
W02939,70,7,106,10,26000,130,1/15/2024,15,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
W02922,125,2,6,1.6,26000,130,1/15/2024,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.008,168
W03038,90,1,11,1.11,26000,130,1/15/2024,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,169
W03249,402,17,372,4.23,26000,130,1/15/2024,22,0,0,0,0,0,0,0,0.0423,0,0,0,0,0,0,0,0,0,0,0,0,15
W02814,25,2,24,8,26000,130,1/15/2024,12,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
W03117-01,72,2,33,2.78,26000,130,1/15/2024,16,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
W03101-01,160,1,19,0.63,26000,130,1/8/2024,19,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
W03155,100,2,74,2,40200,201,1/16/2024,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,63
W02799,300,1,9,0.33,40200,201,1/16/2024,9,0,0,0,0,0,0,0.0033,0,0,0,0,0,0,0,0,0,0,0,0,0,170
W02932,300,8,70,2.67,40200,201,1/16/2024,9,0,0,0,0,0.01,0,0.0167,0,0,0,0,0,0,0,0,0,0,0,0,0.0033,74
W03295,500,3,6,0.6,40200,201,1/16/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
W03434,96,2,3,2.08,40200,201,1/16/2024,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208,0,64
W03312,1000,60,102,6,40200,201,1/16/2024,2,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.032,134
W03072,18,2,28,11.11,40200,201,1/16/2024,14,0,0,0,0,0,0,0,0.0556,0,0,0,0,0,0,0,0.0556,0,0,0.0556,0,102
W02853,100,2,26,2,40200,201,1/16/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,94
W02974,800,6,5,0.75,40200,201,1/16/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075,0,37
W03172,100,4,152,4,40200,201,1/16/2024,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,82
W02939,70,1,15,1.43,40200,201,1/16/2024,15,0,0,0,0,0,0,0,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,40
W03325,40,22,117,55,40200,201,1/16/2024,5,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.5,0,0,0,0,171
W03339,40,2,73,5,40200,201,1/16/2024,37,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,112
W03266,500,23,66,4.6,40200,201,1/16/2024,3,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0.038,0,0,0,0,126
W02836,25,9,152,36,40200,201,1/16/2024,17,0,0,0,0,0,0.32,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,87
W03352,350,39,150,11.14,38600,193,1/22/2024,4,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
W02786,180,1,9,0.56,38600,193,1/22/2024,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,20
W02932,300,4,35,1.33,38600,193,1/22/2024,9,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
W03367,100,8,36,8,38600,193,1/22/2024,5,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,173
W03313,1000,28,48,2.8,38600,193,1/22/2024,2,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,69
W03289,56,5,5,8.93,38600,193,1/22/2024,1,0,0.07,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
W02853,100,9,117,9,38600,193,1/22/2024,13,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.01,94
W02974,800,13,11,1.63,38600,193,1/22/2024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,37
W02972,100,14,210,14,38600,193,1/22/2024,15,0,0,0,0,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,6
W02762,50,4,272,8,38600,193,1/22/2024,68,0,0.02,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,174
W02939,70,15,227,21.43,38600,193,1/22/2024,15,0,0,0,0.1286,0.03,0,0,0.0143,0,0,0,0,0,0,0,0,0,0,0.0429,0,40
W03337,40,2,64,5,38600,193,1/22/2024,32,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,124
W03321,80,5,64,6.25,38600,193,1/22/2024,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,118
